dataset,model,corruption,d_acc,d_f1,d_xai,D_c
handpd_meander,efficientnet_b0,brightness,0.16144578313253008,0.2862966121826177,0.23408999999999996,0.21342987522105036
handpd_meander,efficientnet_b0,contrast,0.014457831325301188,0.005065715423643639,0.05349799999999999,0.019448230289743684
handpd_meander,efficientnet_b0,gaussian_blur,0.07496653279785803,0.08483177735344344,0.12218400000000001,0.08736959960496206
handpd_meander,efficientnet_b0,gaussian_noise,0.0013386880856760494,0.0014022118367581628,0.057538,0.012597607593865473
handpd_meander,efficientnet_b0,jpeg_compression,0.05970548862115125,0.09162167453366511,0.06630851063829786,0.07060094879833473
handpd_meander,efficientnet_b0,perspective,0.3038821954484605,0.48636100124744946,0.49726808510638293,0.3973030151197417
handpd_meander,efficientnet_b0,rotation,0.34457831325301214,0.7688908457163823,0.6439978260869565,0.531755975558812
handpd_meander,efficientnet_b0,shadow,0.08433734939759038,-0.010101755322655314,0.196244,0.07838694810199859
handpd_meander,mobilenet_v3_large,brightness,0.12022160664819954,0.17588613209223897,0.196146,0.15210584295177146
handpd_meander,mobilenet_v3_large,contrast,0.031855955678670424,0.036228183558993626,0.065754,0.0399472329070333
handpd_meander,mobilenet_v3_large,gaussian_blur,0.08448753462603886,0.09982814295065509,0.090356,0.09026341019821596
handpd_meander,mobilenet_v3_large,gaussian_noise,0.12271468144044329,0.16556125772693045,0.12948,0.13692171803830078
handpd_meander,mobilenet_v3_large,jpeg_compression,0.0853185595567868,0.12396591312145264,0.093432,0.0985354537148292
handpd_meander,mobilenet_v3_large,perspective,0.07617728531855963,0.09068674216353538,0.271828,0.11966026530834045
handpd_meander,mobilenet_v3_large,rotation,0.26675900277008324,0.5658427824430614,0.4632540000000001,0.39578313611796007
handpd_meander,mobilenet_v3_large,shadow,0.09667590027700841,0.13666279202933157,0.127846,0.11490598774730368
handpd_meander,resnet50,brightness,-0.007396870554765372,0.0369014201305909,0.2626133333333333,0.05989465742846124
handpd_meander,resnet50,contrast,-0.03982930298719777,-0.013639709499097579,0.12853555555555557,0.001700546767782956
handpd_meander,resnet50,gaussian_blur,0.011379800853485026,-0.013091691378577209,0.1428488888888889,0.03033217079094713
handpd_meander,resnet50,gaussian_noise,0.006543385490753879,-0.012908400298359221,0.10608000000000002,0.02061517265586918
handpd_meander,resnet50,jpeg_compression,-0.021337126600284573,0.02987029270870729,0.18841333333333335,0.03597519117913657
handpd_meander,resnet50,perspective,-0.058605974395448145,-0.017235880306442557,0.41807333333333335,0.04914091537700983
handpd_meander,resnet50,rotation,0.058605974395448034,0.16841789043496874,0.6476139534883721,0.20935114502588908
