dataset,model,condition_type,corruption,level,param,n,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,auc,tp,fp,tn,fn
handpd_meander,resnet50,clean,clean,0,,108,0.8611111111111112,0.7988636363636363,0.9294117647058824,0.8977272727272727,0.7,0.9132947976878611,0.8517045454545454,79,6,14,9
handpd_meander,resnet50,corrupted,jpeg_compression,1,90.0,108,0.8611111111111112,0.8375,0.9506172839506172,0.875,0.8,0.9112426035502958,0.8582386363636364,77,4,16,11
handpd_meander,resnet50,corrupted,jpeg_compression,2,70.0,108,0.8333333333333334,0.8204545454545455,0.9487179487179488,0.8409090909090909,0.8,0.891566265060241,0.8636363636363636,74,4,16,14
handpd_meander,resnet50,corrupted,jpeg_compression,3,50.0,108,0.8148148148148148,0.8090909090909091,0.9473684210526316,0.8181818181818182,0.8,0.8780487804878049,0.8690340909090909,72,4,16,16
handpd_meander,resnet50,corrupted,jpeg_compression,4,30.0,108,0.8055555555555556,0.803409090909091,0.9466666666666668,0.8068181818181818,0.8,0.8711656441717791,0.8710227272727272,71,4,16,17
handpd_meander,resnet50,corrupted,jpeg_compression,5,10.0,108,0.8148148148148148,0.8090909090909091,0.9473684210526316,0.8181818181818182,0.8,0.8780487804878049,0.8471590909090909,72,4,16,16
handpd_meander,resnet50,corrupted,gaussian_blur,1,3.0,108,0.8611111111111112,0.7795454545454545,0.9195402298850576,0.9090909090909092,0.65,0.9142857142857144,0.8517045454545455,80,7,13,8
handpd_meander,resnet50,corrupted,gaussian_blur,2,5.0,108,0.8611111111111112,0.7795454545454545,0.9195402298850576,0.9090909090909092,0.65,0.9142857142857144,0.8488636363636364,80,7,13,8
handpd_meander,resnet50,corrupted,gaussian_blur,3,7.0,108,0.8796296296296297,0.7909090909090909,0.9213483146067416,0.9318181818181818,0.65,0.9265536723163842,0.8488636363636364,82,7,13,6
handpd_meander,resnet50,corrupted,gaussian_blur,4,9.0,108,0.8888888888888888,0.7965909090909091,0.9222222222222224,0.9431818181818182,0.65,0.9325842696629212,0.8485795454545455,83,7,13,5
handpd_meander,resnet50,corrupted,gaussian_blur,5,11.0,108,0.8981481481481481,0.8022727272727272,0.9230769230769232,0.9545454545454546,0.65,0.9385474860335196,0.8539772727272728,84,7,13,4
handpd_meander,resnet50,corrupted,gaussian_noise,1,0.01,108,0.8518518518518519,0.7738636363636364,0.9186046511627908,0.8977272727272727,0.65,0.9080459770114944,0.8497159090909091,79,7,13,9
handpd_meander,resnet50,corrupted,gaussian_noise,2,0.03,108,0.8888888888888888,0.8159090909090909,0.9318181818181818,0.9318181818181818,0.7,0.9318181818181818,0.8795454545454545,82,6,14,6
handpd_meander,resnet50,corrupted,gaussian_noise,3,0.05,108,0.8796296296296297,0.7909090909090909,0.9213483146067416,0.9318181818181818,0.65,0.9265536723163842,0.8769886363636363,82,7,13,6
handpd_meander,resnet50,corrupted,gaussian_noise,4,0.08,108,0.8703703703703703,0.7852272727272727,0.9204545454545454,0.9204545454545454,0.65,0.9204545454545454,0.8775568181818182,81,7,13,7
handpd_meander,resnet50,corrupted,gaussian_noise,5,0.12,108,0.8981481481481481,0.8022727272727272,0.9230769230769232,0.9545454545454546,0.65,0.9385474860335196,0.8667613636363637,84,7,13,4
handpd_meander,resnet50,corrupted,contrast,1,0.5,108,0.8611111111111112,0.8375,0.9506172839506172,0.875,0.8,0.9112426035502958,0.8775568181818181,77,4,16,11
handpd_meander,resnet50,corrupted,contrast,2,0.7,108,0.8611111111111112,0.8375,0.9506172839506172,0.875,0.8,0.9112426035502958,0.8767045454545455,77,4,16,11
handpd_meander,resnet50,corrupted,contrast,3,0.85,108,0.8796296296296297,0.8488636363636364,0.9518072289156626,0.8977272727272727,0.8,0.9239766081871345,0.8647727272727272,79,4,16,9
handpd_meander,resnet50,corrupted,contrast,4,1.3,108,0.9074074074074074,0.8079545454545455,0.9239130434782608,0.9659090909090908,0.65,0.9444444444444444,0.8446022727272727,85,7,13,3
handpd_meander,resnet50,corrupted,contrast,5,1.5,108,0.8981481481481481,0.821590909090909,0.9325842696629212,0.9431818181818182,0.7,0.9378531073446328,0.8602272727272727,83,6,14,5
