dataset,model,corruption,d_acc,d_f1,d_xai,D_c
handpd_meander,efficientnet_b0,brightness,0.1504155124653741,0.3173771796072825,0.23270749999999998,0.21696241011487183
handpd_meander,efficientnet_b0,contrast,0.04432132963988934,0.050898520644926726,0.055094,0.04844902101342269
handpd_meander,efficientnet_b0,gaussian_blur,0.1717451523545707,0.22399689052351426,0.14458400000000002,0.1819884433343396
handpd_meander,efficientnet_b0,gaussian_noise,0.03185595567867045,0.0366088539359644,0.049552,0.03682103402012454
handpd_meander,efficientnet_b0,jpeg_compression,0.09113573407202225,0.16688906947598156,0.06845869565217391,0.10932632700924037
handpd_meander,efficientnet_b0,perspective,0.2066481994459835,0.29550937670713406,0.415926,0.27516211273513197
handpd_meander,efficientnet_b0,rotation,0.31551246537396127,0.730384807596202,0.6308571428571428,0.5030431035372698
handpd_meander,efficientnet_b0,shadow,0.009695290858725874,-0.04092522361198071,0.22292399999999998,0.03715487834576872
handpd_meander,mobilenet_v3_large,brightness,0.0929618768328446,0.1980669442800016,0.22959,0.15181902170042277
handpd_meander,mobilenet_v3_large,contrast,0.0,0.000976672582328171,0.05822799999999999,0.01193860177469845
handpd_meander,mobilenet_v3_large,gaussian_blur,0.12697947214076247,0.18251332437606946,0.10071800000000003,0.13838733338320208
handpd_meander,mobilenet_v3_large,gaussian_noise,0.1354838709677419,0.24027531938150987,0.130406,0.1659057312983239
handpd_meander,mobilenet_v3_large,jpeg_compression,0.11260997067448682,0.21029819250192833,0.11002,0.1413984430878219
handpd_meander,mobilenet_v3_large,perspective,0.1219941348973607,0.18992708694890975,0.289686,0.17591239353335328
handpd_meander,mobilenet_v3_large,rotation,0.24868035190615845,0.5966890700988157,0.505602,0.4044672969827239
handpd_meander,mobilenet_v3_large,shadow,0.027859237536656933,0.03519421375084012,0.11061800000000002,0.04661148289358051
handpd_meander,resnet50,brightness,0.05873925501432664,0.09516476359569591,0.22156000000000003,0.1022310565858721
handpd_meander,resnet50,contrast,0.0011461318051576407,0.01832176750686438,0.098416,0.025752796154638137
handpd_meander,resnet50,gaussian_blur,0.006017191977077405,-0.008775689881247245,0.14029,0.02843388902416453
handpd_meander,resnet50,gaussian_noise,-0.010601719197707641,-0.005283197158943624,0.10807399999999999,0.014728981253463093
handpd_meander,resnet50,jpeg_compression,0.0538681948424069,0.09043835264328505,0.16326938775510202,0.08671948076520937
handpd_meander,resnet50,perspective,0.007736389684813771,0.05716974771672404,0.35794800000000004,0.09260871915742411
handpd_meander,resnet50,rotation,0.07936962750716332,0.21456939274224948,0.56146,0.2163476315762565
handpd_meander,resnet50,shadow,0.017191977077363967,0.017080787474470786,0.116082,0.03693662478102322
handpd_meander,vgg16,brightness,0.1371202113606341,0.3038474151687069,0.20224615384615388,0.20016356100015992
handpd_meander,vgg16,contrast,0.006605019815059452,0.006650115687963432,0.097562,0.024809944613918757
handpd_meander,vgg16,gaussian_blur,0.011624834874504632,0.0022988505747125977,0.10638600000000001,0.0277792726096661
handpd_meander,vgg16,gaussian_noise,0.04359313077939234,0.04671994007165313,0.08350869565217392,0.05251428654162689
handpd_meander,vgg16,jpeg_compression,0.03963011889035666,0.04550746166970952,0.09704897959183671,0.05287709386445853
handpd_meander,vgg16,perspective,0.017965653896961663,-0.0003888686683124441,0.217162,0.0522985663479871
handpd_meander,vgg16,rotation,0.31545574636723916,0.616133334124692,0.45141041666666676,0.4328499567543605
handpd_meander,vgg16,shadow,0.03804491413474241,0.005406878897602779,0.110358,0.04271612073665204
handpd_spiral,efficientnet_b0,brightness,0.14616352201257854,0.2251717574063153,0.2634717948717949,0.19332764720254283
handpd_spiral,efficientnet_b0,contrast,0.06289308176100622,0.09390490043418158,0.13068863636363637,0.08575573828348486
handpd_spiral,efficientnet_b0,gaussian_blur,0.11320754716981123,0.16194553714805085,0.32912619047619046,0.17101267282455895
handpd_spiral,efficientnet_b0,gaussian_noise,0.011069182389937043,0.0032154454001773547,0.10989600000000001,0.028478424815021733
handpd_spiral,efficientnet_b0,jpeg_compression,0.10062893081761,0.1751641549153064,0.10015999999999999,0.12289571188339692
handpd_spiral,efficientnet_b0,perspective,0.08930817610062883,0.060337479628933724,0.36187727272727277,0.1351307864844491
handpd_spiral,efficientnet_b0,rotation,0.08830188679245275,-0.042615637108091964,0.719274,0.1752210522637988
handpd_spiral,efficientnet_b0,shadow,0.04150943396226411,-0.055451180821262123,0.24496800000000005,0.053112962734753424
handpd_spiral,mobilenet_v3_large,brightness,0.058760107816711704,0.09091700322469551,0.18300799999999998,0.0932567548757645
handpd_spiral,mobilenet_v3_large,contrast,0.004582210242587727,-0.00025169762011875154,0.044391999999999994,0.011093995835258238
handpd_spiral,mobilenet_v3_large,gaussian_blur,0.0032345013477089292,-0.0015882231916503876,0.062372,0.013615183716359348
handpd_spiral,mobilenet_v3_large,gaussian_noise,-0.015902964959568645,-0.0065065688547470465,0.062113999999999996,0.002519346863791563
handpd_spiral,mobilenet_v3_large,jpeg_compression,0.011320754716981183,0.007701025363202324,0.063778,0.02072628496745129
handpd_spiral,mobilenet_v3_large,perspective,0.02398921832884109,0.041376729119883354,0.22547799999999998,0.06950322790038554
handpd_spiral,mobilenet_v3_large,rotation,0.019137466307277678,0.08876003071863334,0.29831,0.09585874236922884
handpd_spiral,mobilenet_v3_large,shadow,0.13989218328840983,-0.013024420271611343,0.17150600000000002,0.10033996556272151
handpd_spiral,resnet50,brightness,0.133674775928297,0.04611870508717013,0.24820599999999998,0.13031419949029954
handpd_spiral,resnet50,contrast,-0.019206145966709394,0.0042062628950772785,0.085976,0.008854005885168487
handpd_spiral,resnet50,gaussian_blur,0.061971830985915424,0.1310719667720026,0.156126,0.1015327055245585
handpd_spiral,resnet50,gaussian_noise,0.07938540332906525,-0.011643826757675616,0.15266799999999997,0.06673315363722994
handpd_spiral,resnet50,jpeg_compression,0.0284250960307298,0.07362085556078024,0.15347400000000003,0.06699360468359898
handpd_spiral,resnet50,perspective,0.004865556978233039,0.04836297197545151,0.32891399999999993,0.08272447008175196
handpd_spiral,resnet50,rotation,0.06837387964148524,0.10455117734683064,0.510136,0.16757949302479183
handpd_spiral,resnet50,shadow,0.15339308578745195,-0.014915290883149749,0.218984,0.11601875562878106
handpd_spiral,vgg16,brightness,0.04317548746518106,-0.005406520375892435,0.280986,0.0761629876198228
handpd_spiral,vgg16,contrast,0.004178272980501429,0.003945372261604371,0.06679591836734693,0.016631931842201412
handpd_spiral,vgg16,gaussian_blur,0.01615598885793878,0.04629186919185401,0.111368085106383,0.04423917220780219
handpd_spiral,vgg16,gaussian_noise,0.014206128133704796,0.02379043606581034,0.098196,0.0338793948865955
handpd_spiral,vgg16,jpeg_compression,0.0025069637883008413,-0.006683546729874606,0.08582799999999999,0.01641401787518804
handpd_spiral,vgg16,perspective,0.02646239554317556,0.02539792956677367,0.28366600000000003,0.07758377664161989
handpd_spiral,vgg16,rotation,0.019777158774373287,0.08433131877251468,0.501008,0.13538957501894106
handpd_spiral,vgg16,shadow,0.02813370473537604,-0.010202814148886073,0.205694,0.052144808123022204
pdraw_spiral,efficientnet_b0,brightness,-5.828670879282072e-17,-0.006326048678989895,0.264446,0.050991385396303004
pdraw_spiral,efficientnet_b0,contrast,-0.008695652173913132,-0.020757575757575777,0.075236,0.0044721011857707
pdraw_spiral,efficientnet_b0,gaussian_blur,-0.043478260869565355,-0.03571428571428575,0.19282399999999997,0.006111383850931594
pdraw_spiral,efficientnet_b0,gaussian_noise,-0.0434782608695653,-0.007954674954675011,0.22645918367346937,0.021166303813508723
pdraw_spiral,efficientnet_b0,jpeg_compression,-0.03478260869565226,-0.04428660293762936,0.21441020408163267,0.012204755587211603
pdraw_spiral,efficientnet_b0,perspective,0.0608695652173913,0.032595385498611254,0.7761853658536585,0.19545047142901073
pdraw_spiral,efficientnet_b0,rotation,0.18260869565217386,0.04934174760368145,0.6228199999999999,0.23067087210719134
pdraw_spiral,efficientnet_b0,shadow,0.1565217391304347,0.048604116652244934,0.29763399999999995,0.15236890456089083
pdraw_spiral,mobilenet_v3_large,brightness,0.1666666666666667,0.09397000306091217,0.27913600000000005,0.16735153425160704
pdraw_spiral,mobilenet_v3_large,contrast,2.7755575615628914e-17,0.002713320132674918,0.08033799999999999,0.016881596039802486
pdraw_spiral,mobilenet_v3_large,gaussian_blur,-0.04999999999999993,-0.060427079981736666,0.2549604166666667,0.00786395933881237
pdraw_spiral,mobilenet_v3_large,gaussian_noise,-0.04166666666666663,-0.07247894588939008,0.20458400000000002,-0.001660217100150338
pdraw_spiral,mobilenet_v3_large,jpeg_compression,0.01666666666666671,-0.04351430609495129,0.276902,0.05065944150484797
pdraw_spiral,mobilenet_v3_large,perspective,-0.016666666666666607,0.0015436415436414907,0.3744619999999999,0.06702215912975913
pdraw_spiral,mobilenet_v3_large,rotation,0.03333333333333338,0.10441250449155585,0.661439534883721,0.18027832499087765
pdraw_spiral,mobilenet_v3_large,shadow,0.041666666666666796,0.07835690235690237,0.14115200000000003,0.07257080404040411
pdraw_spiral,resnet50,brightness,0.036363636363636466,0.019453550151224543,0.29450200000000004,0.08291828322718561
