dataset,model,condition_type,corruption,level,param,n,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,auc,tp,fp,tn,fn
handpd_spiral,resnet50,clean,clean,0,,108,0.8796296296296297,0.8875,0.9746835443037974,0.875,0.9,0.9221556886227545,0.9715909090909092,77,2,18,11
handpd_spiral,resnet50,corrupted,jpeg_compression,1,90,108,0.8425925925925926,0.884090909090909,0.9863013698630136,0.8181818181818182,0.95,0.8944099378881988,0.9710227272727273,72,1,19,16
handpd_spiral,resnet50,corrupted,jpeg_compression,2,70,108,0.8333333333333334,0.8784090909090909,0.9861111111111112,0.8068181818181818,0.95,0.8875,0.9636363636363636,71,1,19,17
handpd_spiral,resnet50,corrupted,jpeg_compression,3,50,108,0.8240740740740741,0.8727272727272727,0.9859154929577465,0.7954545454545454,0.95,0.8805031446540881,0.9517045454545454,70,1,19,18
handpd_spiral,resnet50,corrupted,jpeg_compression,4,30,108,0.7962962962962963,0.875,1.0,0.75,1.0,0.8571428571428571,0.9619318181818182,66,0,20,22
handpd_spiral,resnet50,corrupted,jpeg_compression,5,10,108,0.6759259259259259,0.8011363636363636,1.0,0.6022727272727273,1.0,0.75177304964539,0.9602272727272727,53,0,20,35
handpd_spiral,resnet50,corrupted,gaussian_blur,1,3,108,0.8333333333333334,0.8784090909090909,0.9861111111111112,0.8068181818181818,0.95,0.8875,0.9767045454545454,71,1,19,17
handpd_spiral,resnet50,corrupted,gaussian_blur,2,5,108,0.7870370370370371,0.8693181818181819,1.0,0.7386363636363636,1.0,0.8496732026143791,0.9795454545454546,65,0,20,23
handpd_spiral,resnet50,corrupted,gaussian_blur,3,7,108,0.7407407407407407,0.8409090909090908,1.0,0.6818181818181818,1.0,0.8108108108108109,0.9795454545454546,60,0,20,28
handpd_spiral,resnet50,corrupted,gaussian_blur,4,9,108,0.6574074074074074,0.7897727272727273,1.0,0.5795454545454546,1.0,0.7338129496402878,0.9761363636363637,51,0,20,37
handpd_spiral,resnet50,corrupted,gaussian_blur,5,11,108,0.6481481481481481,0.7840909090909092,1.0,0.5681818181818182,1.0,0.7246376811594203,0.9710227272727272,50,0,20,38
