dataset,model,image,y_true,corruption,level,pearson_clean,spearman_clean,ssim_clean,iou_top20_clean
handpd_spiral,resnet50,0289-4,0,jpeg_compression,1,0.97,0.9742,0.8827,0.7837
handpd_spiral,resnet50,0289-4,0,jpeg_compression,2,0.8851,0.9454,0.8525,0.658
handpd_spiral,resnet50,0289-4,0,jpeg_compression,3,0.8318,0.8964,0.7556,0.5827
handpd_spiral,resnet50,0289-4,0,jpeg_compression,4,0.9323,0.9439,0.8124,0.8194
handpd_spiral,resnet50,0289-4,0,jpeg_compression,5,0.7962,0.859,0.5907,0.6015
handpd_spiral,resnet50,0289-4,0,gaussian_blur,1,0.9399,0.9628,0.8392,0.7741
handpd_spiral,resnet50,0289-4,0,gaussian_blur,2,0.8276,0.9282,0.6931,0.6625
handpd_spiral,resnet50,0289-4,0,gaussian_blur,3,0.6955,0.7332,0.5841,0.5178
handpd_spiral,resnet50,0289-4,0,gaussian_blur,4,0.6153,0.6876,0.5115,0.5054
handpd_spiral,resnet50,0289-4,0,gaussian_blur,5,0.5434,0.5958,0.4827,0.4724
handpd_spiral,resnet50,0289-4,0,gaussian_noise,1,0.9892,0.9902,0.9612,0.8861
handpd_spiral,resnet50,0289-4,0,gaussian_noise,2,0.9738,0.9562,0.8893,0.845
handpd_spiral,resnet50,0289-4,0,gaussian_noise,3,0.9582,0.9307,0.8502,0.812
handpd_spiral,resnet50,0289-4,0,gaussian_noise,4,0.7924,0.7827,0.6925,0.4631
handpd_spiral,resnet50,0289-4,0,gaussian_noise,5,0.8848,0.8379,0.6809,0.7196
handpd_spiral,resnet50,0289-4,0,contrast,1,0.7773,0.892,0.7304,0.5965
handpd_spiral,resnet50,0289-4,0,contrast,2,0.9347,0.9587,0.84,0.7799
handpd_spiral,resnet50,0289-4,0,contrast,3,0.9821,0.98,0.9233,0.8696
handpd_spiral,resnet50,0289-4,0,contrast,4,0.9033,0.9212,0.8067,0.591
handpd_spiral,resnet50,0289-4,0,contrast,5,0.8677,0.9061,0.7467,0.5492
handpd_spiral,resnet50,0289-4,0,brightness,1,0.8483,0.8878,0.7717,0.5217
handpd_spiral,resnet50,0289-4,0,brightness,2,0.8878,0.9143,0.8158,0.5906
handpd_spiral,resnet50,0289-4,0,brightness,3,0.9396,0.9489,0.8868,0.694
handpd_spiral,resnet50,0289-4,0,brightness,4,0.6118,0.5456,0.4177,0.5072
handpd_spiral,resnet50,0289-4,0,brightness,5,0.5499,0.5541,0.3485,0.361
handpd_spiral,resnet50,0289-4,0,shadow,1,0.9813,0.9822,0.9442,0.8423
handpd_spiral,resnet50,0289-4,0,shadow,2,0.9406,0.9288,0.7533,0.7291
handpd_spiral,resnet50,0289-4,0,shadow,3,0.8856,0.8731,0.6364,0.6308
handpd_spiral,resnet50,0289-4,0,shadow,4,0.8246,0.7968,0.5268,0.5254
handpd_spiral,resnet50,0289-4,0,shadow,5,0.7842,0.7298,0.4957,0.4573
handpd_spiral,resnet50,0289-4,0,perspective,1,0.7358,0.8711,0.6151,0.6024
handpd_spiral,resnet50,0289-4,0,perspective,2,0.7219,0.7869,0.652,0.4853
handpd_spiral,resnet50,0289-4,0,perspective,3,0.7225,0.8053,0.7235,0.4929
handpd_spiral,resnet50,0289-4,0,perspective,4,0.251,0.6044,0.5345,0.2207
handpd_spiral,resnet50,0289-4,0,perspective,5,0.3471,0.6469,0.546,0.338
handpd_spiral,resnet50,0289-4,0,rotation,1,0.6977,0.8129,0.6094,0.4682
handpd_spiral,resnet50,0289-4,0,rotation,2,0.3557,0.6533,0.5215,0.3949
handpd_spiral,resnet50,0289-4,0,rotation,3,0.5764,0.5993,0.4722,0.3674
handpd_spiral,resnet50,0289-4,0,rotation,4,0.0754,0.3133,0.3964,0.0958
handpd_spiral,resnet50,0289-4,0,rotation,5,0.1708,0.4042,0.4178,0.2167
handpd_spiral,resnet50,0104-2,0,jpeg_compression,1,0.9981,0.8829,0.9341,0.7248
handpd_spiral,resnet50,0104-2,0,jpeg_compression,2,0.9873,0.8795,0.9377,0.7885
handpd_spiral,resnet50,0104-2,0,jpeg_compression,3,0.9577,0.8076,0.8888,0.602
handpd_spiral,resnet50,0104-2,0,jpeg_compression,4,0.9116,0.8979,0.8606,0.5345
handpd_spiral,resnet50,0104-2,0,jpeg_compression,5,0.4489,0.3159,0.6143,0.2639
handpd_spiral,resnet50,0104-2,0,gaussian_blur,1,0.9979,0.9983,0.9792,0.8618
handpd_spiral,resnet50,0104-2,0,gaussian_blur,2,0.996,0.963,0.9635,0.8259
handpd_spiral,resnet50,0104-2,0,gaussian_blur,3,0.9342,0.9011,0.8965,0.657
handpd_spiral,resnet50,0104-2,0,gaussian_blur,4,0.8991,0.8496,0.8496,0.5869
handpd_spiral,resnet50,0104-2,0,gaussian_blur,5,0.9314,0.9178,0.8661,0.6202
handpd_spiral,resnet50,0104-2,0,gaussian_noise,1,0.9983,0.9199,0.969,0.9254
handpd_spiral,resnet50,0104-2,0,gaussian_noise,2,0.9633,0.8482,0.831,0.596
handpd_spiral,resnet50,0104-2,0,gaussian_noise,3,0.9651,0.8416,0.8817,0.7466
handpd_spiral,resnet50,0104-2,0,gaussian_noise,4,0.8223,0.6565,0.5734,0.4455
handpd_spiral,resnet50,0104-2,0,gaussian_noise,5,0.8386,0.5366,0.5492,0.4087
handpd_spiral,resnet50,0104-2,0,contrast,1,0.9887,0.8844,0.9349,0.7539
handpd_spiral,resnet50,0104-2,0,contrast,2,0.993,0.9634,0.9672,0.9031
handpd_spiral,resnet50,0104-2,0,contrast,3,0.9974,0.9696,0.9809,0.8775
handpd_spiral,resnet50,0104-2,0,contrast,4,0.9858,0.875,0.8933,0.6685
handpd_spiral,resnet50,0104-2,0,contrast,5,0.9564,0.75,0.8359,0.4855
handpd_spiral,resnet50,0104-2,0,brightness,1,0.5814,0.618,0.5549,0.467
handpd_spiral,resnet50,0104-2,0,brightness,2,0.7512,0.5803,0.6929,0.5607
handpd_spiral,resnet50,0104-2,0,brightness,3,0.9,0.6853,0.7834,0.6801
handpd_spiral,resnet50,0104-2,0,brightness,4,0.7944,0.5885,0.6359,0.4457
handpd_spiral,resnet50,0104-2,0,brightness,5,0.778,0.5329,0.6834,0.4485
handpd_spiral,resnet50,0104-2,0,shadow,1,0.9771,0.8006,0.8345,0.8467
handpd_spiral,resnet50,0104-2,0,shadow,2,0.9532,0.6966,0.6874,0.741
handpd_spiral,resnet50,0104-2,0,shadow,3,0.8568,0.5908,0.5565,0.5752
handpd_spiral,resnet50,0104-2,0,shadow,4,0.7444,0.512,0.5134,0.4475
handpd_spiral,resnet50,0104-2,0,shadow,5,0.6379,0.4584,0.4589,0.3889
handpd_spiral,resnet50,0104-2,0,perspective,1,0.6597,0.7071,0.827,0.5532
handpd_spiral,resnet50,0104-2,0,perspective,2,0.6021,0.5036,0.6773,0.3444
handpd_spiral,resnet50,0104-2,0,perspective,3,0.1898,0.4664,0.5293,0.278
handpd_spiral,resnet50,0104-2,0,perspective,4,0.0238,0.211,0.6432,0.1839
handpd_spiral,resnet50,0104-2,0,perspective,5,0.1448,0.3859,0.691,0.3422
handpd_spiral,resnet50,0104-2,0,rotation,1,-0.009,0.3436,0.5927,0.0665
handpd_spiral,resnet50,0104-2,0,rotation,2,0.0759,0.2608,0.6134,0.1038
handpd_spiral,resnet50,0104-2,0,rotation,3,-0.0468,0.1702,0.5595,0.0565
