dataset,model,image,y_true,corruption,level,pearson_clean,spearman_clean,ssim_clean,iou_top20_clean
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,1,0.9845,0.9834,0.9355,0.8588
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,2,0.966,0.9572,0.8783,0.8078
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,3,0.9548,0.9604,0.8602,0.8006
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,4,0.8331,0.918,0.7788,0.6505
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,5,0.6571,0.7413,0.6262,0.5876
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,1,0.8611,0.9144,0.7758,0.5567
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,2,0.8206,0.8173,0.7016,0.5042
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,3,0.6931,0.6663,0.5699,0.3686
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,4,0.6811,0.6859,0.555,0.3938
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,5,0.7366,0.7459,0.5971,0.4461
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,1,0.8621,0.9649,0.7671,0.7808
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,2,0.8931,0.9156,0.7724,0.6715
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,3,0.8838,0.8047,0.6597,0.6365
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,4,0.8637,0.6552,0.575,0.6861
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,5,0.7122,0.603,0.515,0.3912
pdraw_wave,resnet50,V09HO01,0,contrast,1,0.9649,0.9721,0.8734,0.7916
pdraw_wave,resnet50,V09HO01,0,contrast,2,0.9595,0.9945,0.8815,0.8428
pdraw_wave,resnet50,V09HO01,0,contrast,3,0.9954,0.9923,0.9755,0.9191
pdraw_wave,resnet50,V09HO01,0,contrast,4,0.9952,0.9919,0.9552,0.932
pdraw_wave,resnet50,V09HO01,0,contrast,5,0.9506,0.9766,0.8548,0.8558
pdraw_wave,resnet50,V09HO01,0,brightness,1,0.889,0.9353,0.7211,0.7151
pdraw_wave,resnet50,V09HO01,0,brightness,2,0.911,0.9424,0.734,0.7019
pdraw_wave,resnet50,V09HO01,0,brightness,3,0.944,0.9572,0.802,0.7658
pdraw_wave,resnet50,V09HO01,0,brightness,4,0.8632,0.7796,0.643,0.6592
pdraw_wave,resnet50,V09HO01,0,brightness,5,0.8919,0.7902,0.6968,0.768
pdraw_wave,resnet50,V09HO01,0,shadow,1,0.9379,0.9787,0.7896,0.7669
pdraw_wave,resnet50,V09HO01,0,shadow,2,0.8937,0.9434,0.7043,0.7079
pdraw_wave,resnet50,V09HO01,0,shadow,3,0.8523,0.8747,0.6437,0.6277
pdraw_wave,resnet50,V09HO01,0,shadow,4,0.7712,0.7954,0.5816,0.49
pdraw_wave,resnet50,V09HO01,0,shadow,5,0.606,0.6871,0.5664,0.3256
pdraw_wave,resnet50,V09HO01,0,perspective,1,0.6707,0.804,0.5719,0.4508
pdraw_wave,resnet50,V09HO01,0,perspective,2,0.6233,0.823,0.637,0.4076
pdraw_wave,resnet50,V09HO01,0,perspective,3,0.5725,0.7696,0.603,0.3839
pdraw_wave,resnet50,V09HO01,0,perspective,4,0.6181,0.7206,0.6178,0.4287
pdraw_wave,resnet50,V09HO01,0,perspective,5,0.4757,0.5218,0.5178,0.3224
pdraw_wave,resnet50,V09HO01,0,rotation,1,0.1624,0.368,0.4249,0.1492
pdraw_wave,resnet50,V09HO01,0,rotation,2,0.1982,0.1022,0.3544,0.1178
pdraw_wave,resnet50,V09HO01,0,rotation,3,-0.0402,0.1573,0.2905,0.0702
pdraw_wave,resnet50,V09HO01,0,rotation,4,-0.1908,-0.1524,0.2048,0.0243
pdraw_wave,resnet50,V09HO01,0,rotation,5,0.2375,0.2527,0.3663,0.1527
pdraw_wave,resnet50,V55HO10,0,jpeg_compression,1,0.9577,0.9303,0.8179,0.7033
pdraw_wave,resnet50,V55HO10,0,jpeg_compression,2,0.8256,0.8766,0.5912,0.5497
pdraw_wave,resnet50,V55HO10,0,jpeg_compression,3,0.9201,0.8973,0.7999,0.6642
pdraw_wave,resnet50,V55HO10,0,jpeg_compression,4,0.4755,0.623,0.5431,0.3154
pdraw_wave,resnet50,V55HO10,0,jpeg_compression,5,0.112,0.3463,0.3609,0.1032
pdraw_wave,resnet50,V55HO10,0,gaussian_blur,1,0.8464,0.5461,0.5439,0.6349
pdraw_wave,resnet50,V55HO10,0,gaussian_blur,2,0.8687,0.6383,0.6237,0.5652
pdraw_wave,resnet50,V55HO10,0,gaussian_blur,3,0.8151,0.5022,0.5627,0.5243
pdraw_wave,resnet50,V55HO10,0,gaussian_blur,4,0.7503,0.4893,0.4452,0.4483
pdraw_wave,resnet50,V55HO10,0,gaussian_blur,5,0.6556,0.4958,0.4627,0.3829
pdraw_wave,resnet50,V55HO10,0,gaussian_noise,1,0.9227,0.9305,0.8239,0.7152
pdraw_wave,resnet50,V55HO10,0,gaussian_noise,2,0.8935,0.8941,0.7789,0.6157
pdraw_wave,resnet50,V55HO10,0,gaussian_noise,3,0.5437,0.6444,0.557,0.3253
pdraw_wave,resnet50,V55HO10,0,gaussian_noise,4,0.3878,0.6915,0.591,0.3249
pdraw_wave,resnet50,V55HO10,0,gaussian_noise,5,0.377,0.4376,0.3351,0.238
pdraw_wave,resnet50,V55HO10,0,contrast,1,0.8614,0.906,0.7815,0.6218
pdraw_wave,resnet50,V55HO10,0,contrast,2,0.9283,0.9098,0.8552,0.7519
pdraw_wave,resnet50,V55HO10,0,contrast,3,0.9639,0.9621,0.888,0.7302
pdraw_wave,resnet50,V55HO10,0,contrast,4,0.951,0.9221,0.8633,0.686
pdraw_wave,resnet50,V55HO10,0,contrast,5,0.9113,0.815,0.8128,0.5902
pdraw_wave,resnet50,V55HO10,0,brightness,1,0.9589,0.8842,0.8138,0.6419
pdraw_wave,resnet50,V55HO10,0,brightness,2,0.9835,0.9531,0.886,0.8226
pdraw_wave,resnet50,V55HO10,0,brightness,3,0.9898,0.977,0.8797,0.8302
pdraw_wave,resnet50,V55HO10,0,brightness,4,-0.0941,0.1093,0.2947,0.0299
pdraw_wave,resnet50,V55HO10,0,brightness,5,0.0354,0.1491,0.3235,0.0962
pdraw_wave,resnet50,V55HO10,0,shadow,1,0.9838,0.9655,0.9103,0.7613
pdraw_wave,resnet50,V55HO10,0,shadow,2,0.9568,0.9562,0.8139,0.7431
pdraw_wave,resnet50,V55HO10,0,shadow,3,0.914,0.9277,0.7707,0.6075
pdraw_wave,resnet50,V55HO10,0,shadow,4,0.7833,0.8313,0.6719,0.4638
pdraw_wave,resnet50,V55HO10,0,shadow,5,0.6775,0.6865,0.5858,0.365
pdraw_wave,resnet50,V55HO10,0,perspective,1,0.6952,0.7454,0.598,0.5027
pdraw_wave,resnet50,V55HO10,0,perspective,2,0.7104,0.7699,0.6288,0.4705
pdraw_wave,resnet50,V55HO10,0,perspective,3,0.4218,0.5096,0.538,0.3458
pdraw_wave,resnet50,V55HO10,0,perspective,4,0.6548,0.6071,0.5424,0.4498
pdraw_wave,resnet50,V55HO10,0,perspective,5,0.7667,0.7664,0.6308,0.449
pdraw_wave,resnet50,V55HO10,0,rotation,1,0.0579,0.1013,0.338,0.1197
pdraw_wave,resnet50,V55HO10,0,rotation,2,-0.0547,-0.1032,0.2651,0.1413
pdraw_wave,resnet50,V55HO10,0,rotation,3,0.1167,0.1835,0.2265,0.1157
pdraw_wave,resnet50,V55HO10,0,rotation,4,-0.0067,0.0816,0.1774,0.1483
pdraw_wave,resnet50,V55HO10,0,rotation,5,-0.4116,-0.4732,0.1942,0.0047
pdraw_wave,resnet50,V08HO01,0,jpeg_compression,1,0.999,0.9963,0.9885,0.863
pdraw_wave,resnet50,V08HO01,0,jpeg_compression,2,0.997,0.9828,0.9836,0.824
pdraw_wave,resnet50,V08HO01,0,jpeg_compression,3,0.9943,0.9391,0.9509,0.825
pdraw_wave,resnet50,V08HO01,0,jpeg_compression,4,0.9865,0.7791,0.8243,0.5469
pdraw_wave,resnet50,V08HO01,0,jpeg_compression,5,0.5436,0.3222,0.3637,0.2756
pdraw_wave,resnet50,V08HO01,0,gaussian_blur,1,0.993,0.915,0.9321,0.7945
