dataset,model,image,y_true,corruption,level,pearson_clean,spearman_clean,ssim_clean,iou_top20_clean
handpd_meander,resnet50,0305-8,0,jpeg_compression,1,0.9915,0.9812,0.9584,0.8997
handpd_meander,resnet50,0305-8,0,jpeg_compression,2,0.9156,0.9188,0.7746,0.7744
handpd_meander,resnet50,0305-8,0,jpeg_compression,3,0.9644,0.9146,0.8562,0.7913
handpd_meander,resnet50,0305-8,0,jpeg_compression,4,0.8243,0.8271,0.6526,0.6951
handpd_meander,resnet50,0305-8,0,jpeg_compression,5,0.7766,0.7031,0.4756,0.5414
handpd_meander,resnet50,0305-8,0,gaussian_blur,1,0.9922,0.9683,0.9483,0.8905
handpd_meander,resnet50,0305-8,0,gaussian_blur,2,0.9801,0.9404,0.9107,0.8929
handpd_meander,resnet50,0305-8,0,gaussian_blur,3,0.9408,0.8824,0.8538,0.8242
handpd_meander,resnet50,0305-8,0,gaussian_blur,4,0.888,0.812,0.7939,0.7661
handpd_meander,resnet50,0305-8,0,gaussian_blur,5,0.8178,0.7643,0.748,0.662
handpd_meander,resnet50,0305-8,0,gaussian_noise,1,0.9911,0.9864,0.9783,0.8875
handpd_meander,resnet50,0305-8,0,gaussian_noise,2,0.9684,0.9486,0.8917,0.8856
handpd_meander,resnet50,0305-8,0,gaussian_noise,3,0.9493,0.888,0.7735,0.7122
handpd_meander,resnet50,0305-8,0,gaussian_noise,4,0.9139,0.7385,0.7404,0.6448
handpd_meander,resnet50,0305-8,0,gaussian_noise,5,0.9124,0.7787,0.7657,0.6697
handpd_meander,resnet50,0305-8,0,contrast,1,0.856,0.8349,0.7397,0.6574
handpd_meander,resnet50,0305-8,0,contrast,2,0.9602,0.9141,0.8337,0.7973
handpd_meander,resnet50,0305-8,0,contrast,3,0.9887,0.963,0.9315,0.875
handpd_meander,resnet50,0305-8,0,contrast,4,0.9406,0.8171,0.8359,0.7861
handpd_meander,resnet50,0305-8,0,contrast,5,0.9313,0.804,0.8358,0.7574
handpd_meander,resnet50,0305-8,0,brightness,1,0.9319,0.7562,0.7211,0.7068
handpd_meander,resnet50,0305-8,0,brightness,2,0.9489,0.8726,0.8266,0.7886
handpd_meander,resnet50,0305-8,0,brightness,3,0.9518,0.9014,0.8783,0.7997
handpd_meander,resnet50,0305-8,0,brightness,4,0.4517,0.6128,0.5404,0.342
handpd_meander,resnet50,0305-8,0,brightness,5,0.5257,0.6138,0.578,0.4369
handpd_meander,resnet50,0305-8,0,shadow,1,0.9693,0.9426,0.9117,0.8221
handpd_meander,resnet50,0305-8,0,shadow,2,0.9403,0.9227,0.8597,0.7745
handpd_meander,resnet50,0305-8,0,shadow,3,0.921,0.8779,0.8141,0.6436
handpd_meander,resnet50,0305-8,0,shadow,4,0.9071,0.8337,0.7602,0.5782
handpd_meander,resnet50,0305-8,0,shadow,5,0.8814,0.7985,0.7049,0.5479
handpd_meander,resnet50,0305-8,0,perspective,1,0.7916,0.6701,0.667,0.5045
handpd_meander,resnet50,0305-8,0,perspective,2,0.7949,0.7759,0.7116,0.4495
handpd_meander,resnet50,0305-8,0,perspective,3,0.8491,0.7376,0.7036,0.6421
handpd_meander,resnet50,0305-8,0,perspective,4,0.4735,0.5586,0.6034,0.3142
handpd_meander,resnet50,0305-8,0,perspective,5,0.3487,0.39,0.444,0.2323
handpd_meander,resnet50,0305-8,0,rotation,1,0.8121,0.6805,0.6279,0.5797
handpd_meander,resnet50,0305-8,0,rotation,2,0.1877,0.1224,0.4092,0.164
handpd_meander,resnet50,0305-8,0,rotation,3,0.5512,0.4996,0.4482,0.4169
handpd_meander,resnet50,0305-8,0,rotation,4,-0.0178,0.1553,0.381,0.0908
handpd_meander,resnet50,0305-8,0,rotation,5,0.3537,0.5641,0.476,0.2725
handpd_meander,resnet50,0102-6,0,jpeg_compression,1,0.6093,0.7915,0.7316,0.5557
handpd_meander,resnet50,0102-6,0,jpeg_compression,2,0.658,0.7462,0.7358,0.6083
handpd_meander,resnet50,0102-6,0,jpeg_compression,3,0.5934,0.8522,0.8047,0.7017
handpd_meander,resnet50,0102-6,0,jpeg_compression,4,0.6081,0.626,0.6991,0.4976
handpd_meander,resnet50,0102-6,0,jpeg_compression,5,0.6305,0.8294,0.768,0.6521
handpd_meander,resnet50,0102-6,0,gaussian_blur,1,0.9734,0.9298,0.9128,0.8481
handpd_meander,resnet50,0102-6,0,gaussian_blur,2,0.9253,0.8521,0.8089,0.7069
handpd_meander,resnet50,0102-6,0,gaussian_blur,3,0.7586,0.7819,0.7826,0.4783
handpd_meander,resnet50,0102-6,0,gaussian_blur,4,0.71,0.6345,0.7036,0.4999
handpd_meander,resnet50,0102-6,0,gaussian_blur,5,0.7708,0.6191,0.6893,0.5152
handpd_meander,resnet50,0102-6,0,gaussian_noise,1,0.9794,0.9981,0.9555,0.906
handpd_meander,resnet50,0102-6,0,gaussian_noise,2,0.4289,0.619,0.6922,0.3198
handpd_meander,resnet50,0102-6,0,gaussian_noise,3,0.503,0.6982,0.7392,0.4937
handpd_meander,resnet50,0102-6,0,gaussian_noise,4,0.7467,0.8341,0.7404,0.6073
handpd_meander,resnet50,0102-6,0,gaussian_noise,5,0.8354,0.9193,0.839,0.6977
handpd_meander,resnet50,0102-6,0,contrast,1,0.8484,0.8005,0.7781,0.6364
handpd_meander,resnet50,0102-6,0,contrast,2,0.8868,0.9606,0.8702,0.7072
handpd_meander,resnet50,0102-6,0,contrast,3,0.9109,0.9663,0.9257,0.845
handpd_meander,resnet50,0102-6,0,contrast,4,0.8015,0.7158,0.7117,0.6726
handpd_meander,resnet50,0102-6,0,contrast,5,0.8584,0.7793,0.8223,0.7483
handpd_meander,resnet50,0102-6,0,brightness,1,0.7919,0.8294,0.7175,0.6326
handpd_meander,resnet50,0102-6,0,brightness,2,0.711,0.8065,0.7579,0.6082
handpd_meander,resnet50,0102-6,0,brightness,3,0.6985,0.7579,0.7183,0.6784
handpd_meander,resnet50,0102-6,0,brightness,4,0.2676,0.4742,0.641,0.5573
handpd_meander,resnet50,0102-6,0,brightness,5,0.4433,0.6686,0.6747,0.551
handpd_meander,resnet50,0102-6,0,shadow,1,0.7371,0.9216,0.7992,0.6981
handpd_meander,resnet50,0102-6,0,shadow,2,0.6251,0.8684,0.7617,0.5677
handpd_meander,resnet50,0102-6,0,shadow,3,0.5911,0.5857,0.6315,0.3909
handpd_meander,resnet50,0102-6,0,shadow,4,0.5922,0.6606,0.6301,0.425
handpd_meander,resnet50,0102-6,0,shadow,5,0.5294,0.6852,0.6461,0.4274
handpd_meander,resnet50,0102-6,0,perspective,1,0.3787,0.6574,0.6734,0.3052
handpd_meander,resnet50,0102-6,0,perspective,2,0.7134,0.8705,0.7038,0.6548
handpd_meander,resnet50,0102-6,0,perspective,3,0.3034,0.6428,0.6329,0.4222
handpd_meander,resnet50,0102-6,0,perspective,4,0.2933,0.607,0.6133,0.374
handpd_meander,resnet50,0102-6,0,perspective,5,0.2882,0.538,0.5836,0.351
handpd_meander,resnet50,0102-6,0,rotation,1,0.1632,0.4824,0.6209,0.2238
handpd_meander,resnet50,0102-6,0,rotation,2,0.1898,0.1257,0.479,0.2684
handpd_meander,resnet50,0102-6,0,rotation,3,0.4936,0.5109,0.5644,0.3751
handpd_meander,resnet50,0102-6,0,rotation,4,0.0,0.0659,0.4509,0.1372
handpd_meander,resnet50,0102-6,0,rotation,5,0.0596,0.1899,0.5145,0.177
handpd_meander,resnet50,0297-7,0,jpeg_compression,1,0.9861,0.9638,0.8847,0.9136
handpd_meander,resnet50,0297-7,0,jpeg_compression,2,0.9782,0.8993,0.8136,0.8645
handpd_meander,resnet50,0297-7,0,jpeg_compression,3,0.9751,0.8923,0.8173,0.7627
handpd_meander,resnet50,0297-7,0,jpeg_compression,4,0.9538,0.8719,0.7451,0.7777
handpd_meander,resnet50,0297-7,0,jpeg_compression,5,0.9464,0.7759,0.7436,0.7232
handpd_meander,resnet50,0297-7,0,gaussian_blur,1,0.9938,0.9847,0.955,0.9232
handpd_meander,resnet50,0297-7,0,gaussian_blur,2,0.9723,0.8992,0.8139,0.7948
handpd_meander,resnet50,0297-7,0,gaussian_blur,3,0.9057,0.8092,0.6785,0.649
handpd_meander,resnet50,0297-7,0,gaussian_blur,4,0.8657,0.7207,0.5998,0.5867
handpd_meander,resnet50,0297-7,0,gaussian_blur,5,0.8341,0.671,0.5176,0.4858
handpd_meander,resnet50,0297-7,0,gaussian_noise,1,0.9957,0.9942,0.9807,0.9156
handpd_meander,resnet50,0297-7,0,gaussian_noise,2,0.9838,0.8885,0.8716,0.8852
handpd_meander,resnet50,0297-7,0,gaussian_noise,3,0.9488,0.9363,0.8392,0.8551
handpd_meander,resnet50,0297-7,0,gaussian_noise,4,0.8452,0.9062,0.7004,0.5455
handpd_meander,resnet50,0297-7,0,gaussian_noise,5,0.9296,0.8951,0.7839,0.7216
handpd_meander,resnet50,0297-7,0,contrast,1,0.9643,0.902,0.8163,0.7656
handpd_meander,resnet50,0297-7,0,contrast,2,0.974,0.9144,0.8476,0.7998
handpd_meander,resnet50,0297-7,0,contrast,3,0.9856,0.9633,0.9147,0.8426
handpd_meander,resnet50,0297-7,0,contrast,4,0.9696,0.9858,0.8841,0.875
handpd_meander,resnet50,0297-7,0,contrast,5,0.9222,0.9505,0.8007,0.765
handpd_meander,resnet50,0297-7,0,brightness,1,0.8722,0.8979,0.7596,0.6885
handpd_meander,resnet50,0297-7,0,brightness,2,0.9584,0.8945,0.8247,0.7904
handpd_meander,resnet50,0297-7,0,brightness,3,0.9761,0.957,0.8995,0.8189
handpd_meander,resnet50,0297-7,0,brightness,4,0.6966,0.5732,0.5312,0.3534
handpd_meander,resnet50,0297-7,0,brightness,5,0.6741,0.5778,0.5391,0.3568
handpd_meander,resnet50,0297-7,0,shadow,1,0.9853,0.9649,0.9299,0.8782
handpd_meander,resnet50,0297-7,0,shadow,2,0.9824,0.9665,0.9106,0.8773
handpd_meander,resnet50,0297-7,0,shadow,3,0.9757,0.9287,0.88,0.8539
