dataset,model,image,y_true,corruption,level,pearson_clean,spearman_clean,ssim_clean,iou_top20_clean
pdraw_spiral,resnet50,V09HE01,0,jpeg_compression,1,0.9568,0.9471,0.8134,0.8232
pdraw_spiral,resnet50,V09HE01,0,jpeg_compression,2,0.8943,0.8695,0.6899,0.7259
pdraw_spiral,resnet50,V09HE01,0,jpeg_compression,3,0.8,0.7498,0.6138,0.4755
pdraw_spiral,resnet50,V09HE01,0,jpeg_compression,4,0.7937,0.86,0.6256,0.5634
pdraw_spiral,resnet50,V09HE01,0,jpeg_compression,5,0.7286,0.7288,0.4958,0.4716
pdraw_spiral,resnet50,V09HE01,0,gaussian_blur,1,0.8517,0.8532,0.7394,0.5973
pdraw_spiral,resnet50,V09HE01,0,gaussian_blur,2,0.8549,0.8646,0.7716,0.6471
pdraw_spiral,resnet50,V09HE01,0,gaussian_blur,3,0.8272,0.8355,0.7265,0.5636
pdraw_spiral,resnet50,V09HE01,0,gaussian_blur,4,0.8024,0.8183,0.6927,0.5761
pdraw_spiral,resnet50,V09HE01,0,gaussian_blur,5,0.7754,0.7927,0.6595,0.5215
pdraw_spiral,resnet50,V09HE01,0,gaussian_noise,1,0.9553,0.9435,0.8421,0.8026
pdraw_spiral,resnet50,V09HE01,0,gaussian_noise,2,0.8427,0.8727,0.7189,0.6246
pdraw_spiral,resnet50,V09HE01,0,gaussian_noise,3,0.8219,0.8586,0.7303,0.6011
pdraw_spiral,resnet50,V09HE01,0,gaussian_noise,4,0.7217,0.7803,0.6591,0.5205
pdraw_spiral,resnet50,V09HE01,0,gaussian_noise,5,0.6316,0.6983,0.5507,0.3874
pdraw_spiral,resnet50,V09HE01,0,contrast,1,0.819,0.7564,0.6922,0.4971
pdraw_spiral,resnet50,V09HE01,0,contrast,2,0.9535,0.9143,0.8445,0.843
pdraw_spiral,resnet50,V09HE01,0,contrast,3,0.9897,0.9765,0.9295,0.9197
pdraw_spiral,resnet50,V09HE01,0,contrast,4,0.9702,0.9743,0.9,0.7862
pdraw_spiral,resnet50,V09HE01,0,contrast,5,0.9404,0.9657,0.8355,0.7011
pdraw_spiral,resnet50,V09HE01,0,brightness,1,0.7819,0.7652,0.5687,0.5496
pdraw_spiral,resnet50,V09HE01,0,brightness,2,0.8875,0.8512,0.705,0.7202
pdraw_spiral,resnet50,V09HE01,0,brightness,3,0.9228,0.8614,0.7656,0.7756
pdraw_spiral,resnet50,V09HE01,0,brightness,4,0.1724,0.2243,0.4253,0.1898
pdraw_spiral,resnet50,V09HE01,0,brightness,5,0.3008,0.1766,0.3697,0.2177
pdraw_spiral,resnet50,V09HE01,0,shadow,1,0.9113,0.8509,0.7934,0.7407
pdraw_spiral,resnet50,V09HE01,0,shadow,2,0.7928,0.7995,0.6743,0.5502
pdraw_spiral,resnet50,V09HE01,0,shadow,3,0.5343,0.6496,0.579,0.2744
pdraw_spiral,resnet50,V09HE01,0,shadow,4,0.4879,0.5248,0.5077,0.1969
pdraw_spiral,resnet50,V09HE01,0,shadow,5,0.4209,0.4379,0.4677,0.1669
pdraw_spiral,resnet50,V09HE01,0,perspective,1,0.8698,0.8545,0.6667,0.6086
pdraw_spiral,resnet50,V09HE01,0,perspective,2,0.7642,0.8521,0.6938,0.503
pdraw_spiral,resnet50,V09HE01,0,perspective,3,0.5467,0.6492,0.5603,0.3919
pdraw_spiral,resnet50,V09HE01,0,perspective,4,0.3755,0.4806,0.4447,0.2834
pdraw_spiral,resnet50,V09HE01,0,perspective,5,0.595,0.6817,0.5579,0.464
pdraw_spiral,resnet50,V09HE01,0,rotation,1,0.8111,0.8094,0.7049,0.4709
pdraw_spiral,resnet50,V09HE01,0,rotation,2,0.5554,0.4199,0.441,0.3346
pdraw_spiral,resnet50,V09HE01,0,rotation,3,0.1133,0.167,0.3552,0.1417
pdraw_spiral,resnet50,V09HE01,0,rotation,4,-0.1447,-0.0489,0.276,0.0584
pdraw_spiral,resnet50,V09HE01,0,rotation,5,-0.0753,-0.0417,0.3229,0.048
pdraw_spiral,resnet50,V55HE14,0,jpeg_compression,1,0.8787,0.7611,0.8489,0.5059
