dataset,model,condition_type,corruption,level,param,n,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,auc,tp,fp,tn,fn
pdraw_wave,resnet50,clean,clean,0,,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.9066666666666666,13,4,11,2
pdraw_wave,resnet50,corrupted,jpeg_compression,1,90,30,0.8,0.8,0.8,0.8,0.8,0.8,0.9022222222222223,12,3,12,3
pdraw_wave,resnet50,corrupted,jpeg_compression,2,70,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.9333333333333333,13,4,11,2
pdraw_wave,resnet50,corrupted,jpeg_compression,3,50,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9288888888888889,13,2,13,2
pdraw_wave,resnet50,corrupted,jpeg_compression,4,30,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.9377777777777778,13,4,11,2
pdraw_wave,resnet50,corrupted,jpeg_compression,5,10,30,0.8666666666666667,0.8666666666666667,0.8235294117647058,0.9333333333333333,0.8,0.875,0.9466666666666668,14,3,12,1
pdraw_wave,resnet50,corrupted,gaussian_blur,1,3,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.92,13,4,11,2
pdraw_wave,resnet50,corrupted,gaussian_blur,2,5,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.92,13,4,11,2
pdraw_wave,resnet50,corrupted,gaussian_blur,3,7,30,0.8333333333333334,0.8333333333333334,0.8125,0.8666666666666667,0.8,0.8387096774193549,0.92,13,3,12,2
pdraw_wave,resnet50,corrupted,gaussian_blur,4,9,30,0.8333333333333334,0.8333333333333334,0.8125,0.8666666666666667,0.8,0.8387096774193549,0.9155555555555557,13,3,12,2
pdraw_wave,resnet50,corrupted,gaussian_blur,5,11,30,0.8333333333333334,0.8333333333333334,0.8125,0.8666666666666667,0.8,0.8387096774193549,0.92,13,3,12,2
pdraw_wave,resnet50,corrupted,gaussian_noise,1,0.01,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.9244444444444444,13,4,11,2
pdraw_wave,resnet50,corrupted,gaussian_noise,2,0.03,30,0.7666666666666667,0.7666666666666666,0.7222222222222222,0.8666666666666667,0.6666666666666666,0.7878787878787878,0.9333333333333333,13,5,10,2
pdraw_wave,resnet50,corrupted,gaussian_noise,3,0.05,30,0.7666666666666667,0.7666666666666666,0.7222222222222222,0.8666666666666667,0.6666666666666666,0.7878787878787878,0.92,13,5,10,2
pdraw_wave,resnet50,corrupted,gaussian_noise,4,0.08,30,0.8333333333333334,0.8333333333333334,0.8125,0.8666666666666667,0.8,0.8387096774193549,0.8933333333333333,13,3,12,2
pdraw_wave,resnet50,corrupted,gaussian_noise,5,0.12,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.92,13,4,11,2
pdraw_wave,resnet50,corrupted,contrast,1,0.5,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9244444444444445,11,0,15,4
pdraw_wave,resnet50,corrupted,contrast,2,0.7,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9333333333333333,11,0,15,4
pdraw_wave,resnet50,corrupted,contrast,3,0.85,30,0.7666666666666667,0.7666666666666666,0.7857142857142857,0.7333333333333333,0.8,0.7586206896551724,0.9066666666666666,11,3,12,4
pdraw_wave,resnet50,corrupted,contrast,4,1.3,30,0.7666666666666667,0.7666666666666666,0.7222222222222222,0.8666666666666667,0.6666666666666666,0.7878787878787878,0.8933333333333333,13,5,10,2
pdraw_wave,resnet50,corrupted,contrast,5,1.5,30,0.7666666666666667,0.7666666666666666,0.7222222222222222,0.8666666666666667,0.6666666666666666,0.7878787878787878,0.9022222222222223,13,5,10,2
pdraw_wave,resnet50,corrupted,brightness,1,0.5,30,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8,0.8666666666666667,0.8275862068965517,0.9022222222222223,12,2,13,3
pdraw_wave,resnet50,corrupted,brightness,2,0.7,30,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8,0.8666666666666667,0.8275862068965517,0.8977777777777778,12,2,13,3
pdraw_wave,resnet50,corrupted,brightness,3,0.85,30,0.8,0.8,0.8,0.8,0.8,0.8,0.8977777777777778,12,3,12,3
pdraw_wave,resnet50,corrupted,brightness,4,1.3,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.8488888888888889,11,0,15,4
pdraw_wave,resnet50,corrupted,brightness,5,1.5,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.8755555555555555,11,1,14,4
pdraw_wave,resnet50,corrupted,rotation,1,-5,30,0.7666666666666667,0.7666666666666666,0.7222222222222222,0.8666666666666667,0.6666666666666666,0.7878787878787878,0.9111111111111112,13,5,10,2
pdraw_wave,resnet50,corrupted,rotation,2,10,30,0.7333333333333333,0.7333333333333334,0.6666666666666666,0.9333333333333333,0.5333333333333333,0.7777777777777778,0.9155555555555556,14,7,8,1
pdraw_wave,resnet50,corrupted,rotation,3,-15,30,0.5666666666666667,0.5666666666666667,0.5357142857142857,1.0,0.13333333333333333,0.6976744186046512,0.9288888888888889,15,13,2,0
pdraw_wave,resnet50,corrupted,rotation,4,20,30,0.5666666666666667,0.5666666666666667,0.5357142857142857,1.0,0.13333333333333333,0.6976744186046512,0.9111111111111111,15,13,2,0
pdraw_wave,resnet50,corrupted,rotation,5,-25,30,0.5333333333333333,0.5333333333333333,0.5172413793103449,1.0,0.06666666666666667,0.6818181818181818,0.9111111111111111,15,14,1,0
pdraw_wave,vgg16,clean,clean,0,,30,0.9,0.9,0.9285714285714286,0.8666666666666667,0.9333333333333333,0.896551724137931,0.8977777777777779,13,1,14,2
pdraw_wave,vgg16,corrupted,jpeg_compression,1,90,30,0.9,0.9,0.9285714285714286,0.8666666666666667,0.9333333333333333,0.896551724137931,0.8977777777777779,13,1,14,2
pdraw_wave,vgg16,corrupted,jpeg_compression,2,70,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8933333333333334,13,2,13,2
pdraw_wave,vgg16,corrupted,jpeg_compression,3,50,30,0.8333333333333334,0.8333333333333334,0.8125,0.8666666666666667,0.8,0.8387096774193549,0.8888888888888888,13,3,12,2
pdraw_wave,vgg16,corrupted,jpeg_compression,4,30,30,0.7666666666666667,0.7666666666666666,0.75,0.8,0.7333333333333333,0.7741935483870968,0.8800000000000001,12,4,11,3
pdraw_wave,vgg16,corrupted,jpeg_compression,5,10,30,0.8,0.8,0.8461538461538461,0.7333333333333333,0.8666666666666667,0.7857142857142857,0.8133333333333334,11,2,13,4
pdraw_wave,vgg16,corrupted,gaussian_blur,1,3,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9022222222222223,13,2,13,2
pdraw_wave,vgg16,corrupted,gaussian_blur,2,5,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.9022222222222223,13,4,11,2
pdraw_wave,vgg16,corrupted,gaussian_blur,3,7,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.9066666666666667,13,4,11,2
pdraw_wave,vgg16,corrupted,gaussian_blur,4,9,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.9111111111111111,13,4,11,2
pdraw_wave,vgg16,corrupted,gaussian_blur,5,11,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.9155555555555556,13,4,11,2
pdraw_wave,vgg16,corrupted,gaussian_noise,1,0.01,30,0.8666666666666667,0.8666666666666667,0.9230769230769231,0.8,0.9333333333333333,0.8571428571428571,0.8933333333333334,12,1,14,3
pdraw_wave,vgg16,corrupted,gaussian_noise,2,0.03,30,0.8666666666666667,0.8666666666666667,0.9230769230769231,0.8,0.9333333333333333,0.8571428571428571,0.8711111111111112,12,1,14,3
pdraw_wave,vgg16,corrupted,gaussian_noise,3,0.05,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.8711111111111112,11,1,14,4
pdraw_wave,vgg16,corrupted,gaussian_noise,4,0.08,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.8533333333333333,11,1,14,4
pdraw_wave,vgg16,corrupted,gaussian_noise,5,0.12,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.8666666666666667,11,1,14,4
pdraw_wave,vgg16,corrupted,contrast,1,0.5,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.9022222222222223,11,1,14,4
pdraw_wave,vgg16,corrupted,contrast,2,0.7,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.9022222222222224,11,1,14,4
pdraw_wave,vgg16,corrupted,contrast,3,0.85,30,0.8666666666666667,0.8666666666666667,0.9230769230769231,0.8,0.9333333333333333,0.8571428571428571,0.8933333333333332,12,1,14,3
pdraw_wave,vgg16,corrupted,contrast,4,1.3,30,0.8333333333333334,0.8333333333333334,0.8125,0.8666666666666667,0.8,0.8387096774193549,0.8888888888888888,13,3,12,2
pdraw_wave,vgg16,corrupted,contrast,5,1.5,30,0.8,0.8,0.7647058823529411,0.8666666666666667,0.7333333333333333,0.8125,0.8888888888888888,13,4,11,2
pdraw_wave,vgg16,corrupted,brightness,1,0.5,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8977777777777778,13,2,13,2
pdraw_wave,vgg16,corrupted,brightness,2,0.7,30,0.8333333333333334,0.8333333333333334,0.8125,0.8666666666666667,0.8,0.8387096774193549,0.9066666666666668,13,3,12,2
pdraw_wave,vgg16,corrupted,brightness,3,0.85,30,0.8333333333333334,0.8333333333333334,0.8125,0.8666666666666667,0.8,0.8387096774193549,0.9022222222222224,13,3,12,2
pdraw_wave,vgg16,corrupted,brightness,4,1.3,30,0.7666666666666667,0.7666666666666666,0.7857142857142857,0.7333333333333333,0.8,0.7586206896551724,0.8133333333333334,11,3,12,4
pdraw_wave,vgg16,corrupted,brightness,5,1.5,30,0.7666666666666667,0.7666666666666666,0.7857142857142857,0.7333333333333333,0.8,0.7586206896551724,0.8044444444444443,11,3,12,4
pdraw_wave,vgg16,corrupted,rotation,1,-5,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.8933333333333333,11,1,14,4
pdraw_wave,vgg16,corrupted,rotation,2,10,30,0.8,0.8,0.9090909090909091,0.6666666666666666,0.9333333333333333,0.7692307692307693,0.8444444444444443,10,1,14,5
pdraw_wave,vgg16,corrupted,rotation,3,-15,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.8977777777777779,11,0,15,4
pdraw_wave,vgg16,corrupted,rotation,4,20,30,0.7666666666666667,0.7666666666666666,0.9,0.6,0.9333333333333333,0.72,0.8355555555555556,9,1,14,6
pdraw_wave,vgg16,corrupted,rotation,5,-25,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9422222222222222,11,0,15,4
pdraw_wave,efficientnet_b0,clean,clean,0,,30,0.7333333333333333,0.7333333333333334,0.6842105263157895,0.8666666666666667,0.6,0.7647058823529411,0.9377777777777778,13,6,9,2
pdraw_wave,efficientnet_b0,corrupted,jpeg_compression,1,90,30,0.7666666666666667,0.7666666666666666,0.7222222222222222,0.8666666666666667,0.6666666666666666,0.7878787878787878,0.9377777777777778,13,5,10,2
pdraw_wave,efficientnet_b0,corrupted,jpeg_compression,2,70,30,0.7333333333333333,0.7333333333333334,0.6842105263157895,0.8666666666666667,0.6,0.7647058823529411,0.9333333333333333,13,6,9,2
pdraw_wave,efficientnet_b0,corrupted,jpeg_compression,3,50,30,0.7666666666666667,0.7666666666666666,0.7,0.9333333333333333,0.6,0.8,0.9422222222222223,14,6,9,1
pdraw_wave,efficientnet_b0,corrupted,jpeg_compression,4,30,30,0.7,0.7,0.625,1.0,0.4,0.7692307692307693,0.9333333333333333,15,9,6,0
pdraw_wave,efficientnet_b0,corrupted,jpeg_compression,5,10,30,0.5666666666666667,0.5666666666666667,0.5357142857142857,1.0,0.13333333333333333,0.6976744186046512,0.9333333333333333,15,13,2,0
pdraw_wave,efficientnet_b0,corrupted,gaussian_blur,1,3,30,0.7333333333333333,0.7333333333333334,0.6521739130434783,1.0,0.4666666666666667,0.7894736842105263,0.9377777777777778,15,8,7,0
pdraw_wave,efficientnet_b0,corrupted,gaussian_blur,2,5,30,0.7,0.7,0.625,1.0,0.4,0.7692307692307693,0.9511111111111111,15,9,6,0
pdraw_wave,efficientnet_b0,corrupted,gaussian_blur,3,7,30,0.7,0.7,0.625,1.0,0.4,0.7692307692307693,0.9377777777777778,15,9,6,0
pdraw_wave,efficientnet_b0,corrupted,gaussian_blur,4,9,30,0.7,0.7,0.625,1.0,0.4,0.7692307692307693,0.9333333333333333,15,9,6,0
pdraw_wave,efficientnet_b0,corrupted,gaussian_blur,5,11,30,0.7333333333333333,0.7333333333333334,0.6521739130434783,1.0,0.4666666666666667,0.7894736842105263,0.9333333333333333,15,8,7,0
pdraw_wave,efficientnet_b0,corrupted,gaussian_noise,1,0.01,30,0.7666666666666667,0.7666666666666666,0.7222222222222222,0.8666666666666667,0.6666666666666666,0.7878787878787878,0.9288888888888889,13,5,10,2
pdraw_wave,efficientnet_b0,corrupted,gaussian_noise,2,0.03,30,0.9,0.9,0.9285714285714286,0.8666666666666667,0.9333333333333333,0.896551724137931,0.9422222222222223,13,1,14,2
pdraw_wave,efficientnet_b0,corrupted,gaussian_noise,3,0.05,30,0.9,0.9,0.9285714285714286,0.8666666666666667,0.9333333333333333,0.896551724137931,0.9422222222222223,13,1,14,2
pdraw_wave,efficientnet_b0,corrupted,gaussian_noise,4,0.08,30,0.9,0.9,0.9285714285714286,0.8666666666666667,0.9333333333333333,0.896551724137931,0.9377777777777778,13,1,14,2
pdraw_wave,efficientnet_b0,corrupted,gaussian_noise,5,0.12,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9422222222222222,13,2,13,2
pdraw_wave,efficientnet_b0,corrupted,contrast,1,0.5,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9377777777777778,13,2,13,2
pdraw_wave,efficientnet_b0,corrupted,contrast,2,0.7,30,0.8333333333333334,0.8333333333333334,0.8125,0.8666666666666667,0.8,0.8387096774193549,0.9288888888888889,13,3,12,2
pdraw_wave,efficientnet_b0,corrupted,contrast,3,0.85,30,0.7666666666666667,0.7666666666666666,0.7222222222222222,0.8666666666666667,0.6666666666666666,0.7878787878787878,0.9377777777777778,13,5,10,2
pdraw_wave,efficientnet_b0,corrupted,contrast,4,1.3,30,0.7333333333333333,0.7333333333333334,0.6842105263157895,0.8666666666666667,0.6,0.7647058823529411,0.9333333333333333,13,6,9,2
pdraw_wave,efficientnet_b0,corrupted,contrast,5,1.5,30,0.7,0.7,0.65,0.8666666666666667,0.5333333333333333,0.7428571428571429,0.9288888888888889,13,7,8,2
pdraw_wave,efficientnet_b0,corrupted,brightness,1,0.5,30,0.7333333333333333,0.7333333333333334,0.6666666666666666,0.9333333333333333,0.5333333333333333,0.7777777777777778,0.9422222222222223,14,7,8,1
pdraw_wave,efficientnet_b0,corrupted,brightness,2,0.7,30,0.7666666666666667,0.7666666666666666,0.7,0.9333333333333333,0.6,0.8,0.9555555555555556,14,6,9,1
pdraw_wave,efficientnet_b0,corrupted,brightness,3,0.85,30,0.8,0.8,0.7368421052631579,0.9333333333333333,0.6666666666666666,0.8235294117647058,0.9511111111111111,14,5,10,1
pdraw_wave,efficientnet_b0,corrupted,brightness,4,1.3,30,0.8333333333333334,0.8333333333333333,0.7777777777777778,0.9333333333333333,0.7333333333333333,0.8484848484848485,0.928888888888889,14,4,11,1
pdraw_wave,efficientnet_b0,corrupted,brightness,5,1.5,30,0.8666666666666667,0.8666666666666667,0.8235294117647058,0.9333333333333333,0.8,0.875,0.9111111111111111,14,3,12,1
pdraw_wave,efficientnet_b0,corrupted,rotation,1,-5,30,0.5333333333333333,0.5333333333333333,0.5172413793103449,1.0,0.06666666666666667,0.6818181818181818,0.9199999999999999,15,14,1,0
pdraw_wave,efficientnet_b0,corrupted,rotation,2,10,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.9244444444444444,15,15,0,0
pdraw_wave,efficientnet_b0,corrupted,rotation,3,-15,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.8844444444444445,15,15,0,0
pdraw_wave,efficientnet_b0,corrupted,rotation,4,20,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.8711111111111111,15,15,0,0
pdraw_wave,efficientnet_b0,corrupted,rotation,5,-25,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.8888888888888888,15,15,0,0
