dataset,model,image,y_true,corruption,level,pearson_clean,spearman_clean,ssim_clean,iou_top20_clean
handpd_meander,resnet50,0305-8,0,jpeg_compression,1,0.9875,0.9719,0.8499,0.8982
handpd_meander,resnet50,0305-8,0,jpeg_compression,2,0.9146,0.9218,0.674,0.8045
handpd_meander,resnet50,0305-8,0,jpeg_compression,3,0.8836,0.8996,0.7051,0.7496
handpd_meander,resnet50,0305-8,0,jpeg_compression,4,0.7303,0.8028,0.5152,0.7429
handpd_meander,resnet50,0305-8,0,jpeg_compression,5,0.7137,0.679,0.5019,0.5168
handpd_meander,resnet50,0305-8,0,gaussian_blur,1,0.9895,0.9857,0.9481,0.8891
handpd_meander,resnet50,0305-8,0,gaussian_blur,2,0.9775,0.9603,0.8641,0.875
handpd_meander,resnet50,0305-8,0,gaussian_blur,3,0.9169,0.914,0.7905,0.7045
handpd_meander,resnet50,0305-8,0,gaussian_blur,4,0.8508,0.8796,0.8004,0.5809
handpd_meander,resnet50,0305-8,0,gaussian_blur,5,0.7443,0.8247,0.7581,0.465
handpd_meander,resnet50,0305-8,0,gaussian_noise,1,0.9944,0.9931,0.9703,0.9204
handpd_meander,resnet50,0305-8,0,gaussian_noise,2,0.9671,0.9207,0.8182,0.8712
handpd_meander,resnet50,0305-8,0,gaussian_noise,3,0.9421,0.9286,0.8542,0.7279
handpd_meander,resnet50,0305-8,0,gaussian_noise,4,0.8863,0.7875,0.6979,0.6891
handpd_meander,resnet50,0305-8,0,gaussian_noise,5,0.7799,0.7629,0.6477,0.4972
handpd_meander,resnet50,0305-8,0,contrast,1,0.7384,0.7753,0.6348,0.6251
handpd_meander,resnet50,0305-8,0,contrast,2,0.9173,0.9119,0.798,0.7625
handpd_meander,resnet50,0305-8,0,contrast,3,0.9864,0.9784,0.9309,0.8914
handpd_meander,resnet50,0305-8,0,contrast,4,0.932,0.9101,0.8557,0.7475
handpd_meander,resnet50,0305-8,0,contrast,5,0.8942,0.8819,0.8228,0.6935
handpd_meander,resnet50,0305-8,0,brightness,1,0.8185,0.7951,0.7144,0.5568
