dataset,model,condition_type,corruption,level,param,n,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,auc,tp,fp,tn,fn
pdraw_spiral,resnet50,clean,clean,0,,30,0.6333333333333333,0.6333333333333333,0.5769230769230769,1.0,0.26666666666666666,0.7317073170731707,0.9288888888888889,15,11,4,0
pdraw_spiral,resnet50,corrupted,jpeg_compression,1,90,30,0.6,0.6,0.5555555555555556,1.0,0.2,0.7142857142857143,0.9422222222222223,15,12,3,0
pdraw_spiral,resnet50,corrupted,jpeg_compression,2,70,30,0.6,0.6,0.5555555555555556,1.0,0.2,0.7142857142857143,0.9244444444444444,15,12,3,0
pdraw_spiral,resnet50,corrupted,jpeg_compression,3,50,30,0.6,0.6,0.5555555555555556,1.0,0.2,0.7142857142857143,0.9111111111111111,15,12,3,0
pdraw_spiral,resnet50,corrupted,jpeg_compression,4,30,30,0.5666666666666667,0.5666666666666667,0.5357142857142857,1.0,0.13333333333333333,0.6976744186046512,0.9333333333333333,15,13,2,0
pdraw_spiral,resnet50,corrupted,jpeg_compression,5,10,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.9466666666666667,15,15,0,0
pdraw_spiral,resnet50,corrupted,gaussian_blur,1,3,30,0.6666666666666666,0.6666666666666666,0.6,1.0,0.3333333333333333,0.75,0.9333333333333333,15,10,5,0
pdraw_spiral,resnet50,corrupted,gaussian_blur,2,5,30,0.6,0.6,0.5555555555555556,1.0,0.2,0.7142857142857143,0.9377777777777778,15,12,3,0
pdraw_spiral,resnet50,corrupted,gaussian_blur,3,7,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.9377777777777778,15,15,0,0
pdraw_spiral,resnet50,corrupted,gaussian_blur,4,9,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.9377777777777778,15,15,0,0
pdraw_spiral,resnet50,corrupted,gaussian_blur,5,11,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.9333333333333333,15,15,0,0
pdraw_spiral,resnet50,corrupted,gaussian_noise,1,0.01,30,0.6333333333333333,0.6333333333333333,0.5769230769230769,1.0,0.26666666666666666,0.7317073170731707,0.9288888888888889,15,11,4,0
pdraw_spiral,resnet50,corrupted,gaussian_noise,2,0.03,30,0.6666666666666666,0.6666666666666666,0.6,1.0,0.3333333333333333,0.75,0.9288888888888889,15,10,5,0
pdraw_spiral,resnet50,corrupted,gaussian_noise,3,0.05,30,0.6333333333333333,0.6333333333333333,0.5769230769230769,1.0,0.26666666666666666,0.7317073170731707,0.9377777777777778,15,11,4,0
pdraw_spiral,resnet50,corrupted,gaussian_noise,4,0.08,30,0.6,0.6,0.5555555555555556,1.0,0.2,0.7142857142857143,0.9422222222222222,15,12,3,0
pdraw_spiral,resnet50,corrupted,gaussian_noise,5,0.12,30,0.6,0.6,0.5555555555555556,1.0,0.2,0.7142857142857143,0.9022222222222221,15,12,3,0
pdraw_spiral,resnet50,corrupted,contrast,1,0.5,30,0.6666666666666666,0.6666666666666666,0.6,1.0,0.3333333333333333,0.75,0.92,15,10,5,0
pdraw_spiral,resnet50,corrupted,contrast,2,0.7,30,0.6666666666666666,0.6666666666666666,0.6,1.0,0.3333333333333333,0.75,0.9244444444444444,15,10,5,0
pdraw_spiral,resnet50,corrupted,contrast,3,0.85,30,0.6666666666666666,0.6666666666666666,0.6,1.0,0.3333333333333333,0.75,0.9288888888888889,15,10,5,0
pdraw_spiral,resnet50,corrupted,contrast,4,1.3,30,0.6333333333333333,0.6333333333333333,0.5769230769230769,1.0,0.26666666666666666,0.7317073170731707,0.9333333333333333,15,11,4,0
pdraw_spiral,resnet50,corrupted,contrast,5,1.5,30,0.6,0.6,0.5555555555555556,1.0,0.2,0.7142857142857143,0.9288888888888889,15,12,3,0
pdraw_spiral,resnet50,corrupted,brightness,1,0.5,30,0.6,0.6,0.5555555555555556,1.0,0.2,0.7142857142857143,0.9511111111111112,15,12,3,0
pdraw_spiral,resnet50,corrupted,brightness,2,0.7,30,0.5666666666666667,0.5666666666666667,0.5357142857142857,1.0,0.13333333333333333,0.6976744186046512,0.9511111111111112,15,13,2,0
pdraw_spiral,resnet50,corrupted,brightness,3,0.85,30,0.6333333333333333,0.6333333333333333,0.5769230769230769,1.0,0.26666666666666666,0.7317073170731707,0.9466666666666668,15,11,4,0
pdraw_spiral,resnet50,corrupted,brightness,4,1.3,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.88,15,15,0,0
pdraw_spiral,resnet50,corrupted,brightness,5,1.5,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.88,15,15,0,0
pdraw_spiral,resnet50,corrupted,shadow,1,0.85,30,0.6333333333333333,0.6333333333333333,0.5769230769230769,1.0,0.26666666666666666,0.7317073170731707,0.9466666666666668,15,11,4,0
pdraw_spiral,resnet50,corrupted,shadow,2,0.7,30,0.6,0.6,0.5555555555555556,1.0,0.2,0.7142857142857143,0.9422222222222223,15,12,3,0
pdraw_spiral,resnet50,corrupted,shadow,3,0.55,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.9333333333333333,15,15,0,0
pdraw_spiral,resnet50,corrupted,shadow,4,0.42,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.92,15,15,0,0
pdraw_spiral,resnet50,corrupted,shadow,5,0.3,30,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.8933333333333334,15,15,0,0
