dataset,model,condition_type,corruption,level,param,n,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,auc,tp,fp,tn,fn
pdraw_wave,resnet50,clean,clean,0,,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9155555555555556,11,0,15,4
pdraw_wave,resnet50,corrupted,jpeg_compression,1,90,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9022222222222221,11,0,15,4
pdraw_wave,resnet50,corrupted,jpeg_compression,2,70,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9155555555555556,11,0,15,4
pdraw_wave,resnet50,corrupted,jpeg_compression,3,50,30,0.9,0.9,1.0,0.8,1.0,0.8888888888888888,0.9244444444444444,12,0,15,3
pdraw_wave,resnet50,corrupted,jpeg_compression,4,30,30,0.8666666666666667,0.8666666666666667,0.9230769230769231,0.8,0.9333333333333333,0.8571428571428571,0.9377777777777778,12,1,14,3
pdraw_wave,resnet50,corrupted,jpeg_compression,5,10,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9688888888888889,11,0,15,4
pdraw_wave,resnet50,corrupted,gaussian_blur,1,3,30,0.9,0.9,1.0,0.8,1.0,0.8888888888888888,0.9333333333333333,12,0,15,3
pdraw_wave,resnet50,corrupted,gaussian_blur,2,5,30,0.8666666666666667,0.8666666666666667,0.9230769230769231,0.8,0.9333333333333333,0.8571428571428571,0.928888888888889,12,1,14,3
pdraw_wave,resnet50,corrupted,gaussian_blur,3,7,30,0.8666666666666667,0.8666666666666667,0.9230769230769231,0.8,0.9333333333333333,0.8571428571428571,0.9244444444444445,12,1,14,3
pdraw_wave,resnet50,corrupted,gaussian_blur,4,9,30,0.8666666666666667,0.8666666666666667,0.9230769230769231,0.8,0.9333333333333333,0.8571428571428571,0.9288888888888889,12,1,14,3
pdraw_wave,resnet50,corrupted,gaussian_blur,5,11,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.9288888888888889,11,1,14,4
pdraw_wave,resnet50,corrupted,gaussian_noise,1,0.01,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.9333333333333333,11,1,14,4
pdraw_wave,resnet50,corrupted,gaussian_noise,2,0.03,30,0.9333333333333333,0.9333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286,0.9288888888888889,13,0,15,2
pdraw_wave,resnet50,corrupted,gaussian_noise,3,0.05,30,0.8666666666666667,0.8666666666666667,0.9230769230769231,0.8,0.9333333333333333,0.8571428571428571,0.9111111111111112,12,1,14,3
pdraw_wave,resnet50,corrupted,gaussian_noise,4,0.08,30,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8,0.8666666666666667,0.8275862068965517,0.9155555555555557,12,2,13,3
pdraw_wave,resnet50,corrupted,gaussian_noise,5,0.12,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.8933333333333333,11,1,14,4
pdraw_wave,resnet50,corrupted,contrast,1,0.5,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9244444444444445,11,0,15,4
pdraw_wave,resnet50,corrupted,contrast,2,0.7,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9244444444444445,11,0,15,4
pdraw_wave,resnet50,corrupted,contrast,3,0.85,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9155555555555556,11,0,15,4
pdraw_wave,resnet50,corrupted,contrast,4,1.3,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9022222222222223,11,0,15,4
pdraw_wave,resnet50,corrupted,contrast,5,1.5,30,0.8,0.8,0.8461538461538461,0.7333333333333333,0.8666666666666667,0.7857142857142857,0.8977777777777778,11,2,13,4
pdraw_wave,resnet50,corrupted,brightness,1,0.5,30,0.8333333333333334,0.8333333333333333,1.0,0.6666666666666666,1.0,0.8,0.9111111111111112,10,0,15,5
pdraw_wave,resnet50,corrupted,brightness,2,0.7,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.8933333333333334,11,0,15,4
pdraw_wave,resnet50,corrupted,brightness,3,0.85,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.8977777777777778,11,0,15,4
pdraw_wave,resnet50,corrupted,brightness,4,1.3,30,0.8,0.8,1.0,0.6,1.0,0.75,0.8711111111111112,9,0,15,6
pdraw_wave,resnet50,corrupted,brightness,5,1.5,30,0.8,0.8,1.0,0.6,1.0,0.75,0.9111111111111111,9,0,15,6
pdraw_wave,resnet50,corrupted,shadow,1,0.85,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.9066666666666666,11,0,15,4
pdraw_wave,resnet50,corrupted,shadow,2,0.7,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.8933333333333333,11,0,15,4
pdraw_wave,resnet50,corrupted,shadow,3,0.55,30,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7333333333333333,0.9333333333333333,0.8148148148148148,0.8799999999999999,11,1,14,4
pdraw_wave,resnet50,corrupted,shadow,4,0.42,30,0.8,0.8,0.8461538461538461,0.7333333333333333,0.8666666666666667,0.7857142857142857,0.88,11,2,13,4
pdraw_wave,resnet50,corrupted,shadow,5,0.3,30,0.8,0.8,0.8461538461538461,0.7333333333333333,0.8666666666666667,0.7857142857142857,0.8844444444444445,11,2,13,4
pdraw_wave,resnet50,corrupted,perspective,1,0.02,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.8888888888888888,11,0,15,4
pdraw_wave,resnet50,corrupted,perspective,2,0.04,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.8933333333333333,11,0,15,4
pdraw_wave,resnet50,corrupted,perspective,3,0.06,30,0.8666666666666667,0.8666666666666667,1.0,0.7333333333333333,1.0,0.8461538461538461,0.8844444444444445,11,0,15,4
