dataset,model,image,y_true,corruption,level,pearson_clean,spearman_clean,ssim_clean,iou_top20_clean
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,1,0.9923,0.9839,0.9484,0.8552
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,2,0.9944,0.9711,0.942,0.7942
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,3,0.9658,0.9464,0.8918,0.7706
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,4,0.9431,0.8054,0.8153,0.7007
pdraw_wave,resnet50,V09HO01,0,jpeg_compression,5,0.3268,0.7101,0.5903,0.3966
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,1,0.9846,0.8495,0.8548,0.6651
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,2,0.9763,0.8342,0.8385,0.6642
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,3,0.9704,0.5999,0.7426,0.5726
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,4,0.9625,0.6231,0.7077,0.512
pdraw_wave,resnet50,V09HO01,0,gaussian_blur,5,0.9593,0.5944,0.7277,0.5653
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,1,0.983,0.9442,0.9247,0.783
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,2,0.9743,0.8641,0.8423,0.65
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,3,0.9698,0.8045,0.7882,0.6148
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,4,0.9397,0.7911,0.7216,0.6554
pdraw_wave,resnet50,V09HO01,0,gaussian_noise,5,0.8853,0.6396,0.5808,0.541
pdraw_wave,resnet50,V09HO01,0,contrast,1,0.9883,0.9823,0.9518,0.8797
pdraw_wave,resnet50,V09HO01,0,contrast,2,0.9909,0.9722,0.9598,0.9371
pdraw_wave,resnet50,V09HO01,0,contrast,3,0.9981,0.9853,0.9897,0.9382
pdraw_wave,resnet50,V09HO01,0,contrast,4,0.9957,0.9807,0.9692,0.9213
pdraw_wave,resnet50,V09HO01,0,contrast,5,0.9613,0.9584,0.8902,0.8486
pdraw_wave,resnet50,V09HO01,0,brightness,1,0.8998,0.8661,0.6999,0.6614
pdraw_wave,resnet50,V09HO01,0,brightness,2,0.9147,0.9342,0.8033,0.7164
pdraw_wave,resnet50,V09HO01,0,brightness,3,0.9652,0.9652,0.8762,0.8042
pdraw_wave,resnet50,V09HO01,0,brightness,4,0.8941,0.7759,0.743,0.5533
pdraw_wave,resnet50,V09HO01,0,brightness,5,0.8419,0.7831,0.6812,0.4901
pdraw_wave,resnet50,V09HO01,0,shadow,1,0.9675,0.9463,0.8867,0.7918
pdraw_wave,resnet50,V09HO01,0,shadow,2,0.9294,0.8508,0.7544,0.6636
pdraw_wave,resnet50,V09HO01,0,shadow,3,0.9033,0.7006,0.714,0.5018
pdraw_wave,resnet50,V09HO01,0,shadow,4,0.8746,0.6434,0.6498,0.4698
pdraw_wave,resnet50,V09HO01,0,shadow,5,0.8178,0.4825,0.5271,0.4243
pdraw_wave,resnet50,V09HO01,0,perspective,1,0.4541,0.6066,0.503,0.4923
pdraw_wave,resnet50,V09HO01,0,perspective,2,0.526,0.7907,0.632,0.5346
